name;url;price;currency;description;brand;avg_rating;reviews_count;pack_size;ingredients;percentage_alcohol;serving_size
Florence & Fred Striped Sage Green Chenille Blanket;https://www.tesco.com/groceries/en-GB/products/310087837;10;GBP;Florence & Fred Striped Sage Green Chenille Blanket;FRED & FLO;;;;;;
Brewdog Alcohol Free Beer Mixed Pack 8X330ml;https://www.tesco.com/groceries/en-GB/products/313010728;9;GBP;Alcohol Free Beer. BrewDog is the world's first. Carbon. Negative. Brewery. We're Carbon Negative. For every beer we make, we remove twice as much CO₂ from the air as we emit.. We're Planting Trees. Trees are nature's carbon killers so we created the Lost Forest where we will be planting millions and millions of trees.. Cheers to You. By drinking these beers. You're having a positive impact on the planet.. Discover More...brewdog.com/tomorrow. Brewed in Ellon,Enjoyed Worldwide;BREWDOG;;;Pack size: 2640ML;;;
Krakus Kielbasa Podsuszana 260G;https://www.tesco.com/groceries/en-GB/products/309466033;2.6;GBP;Pork sausage, medium ground, smoked, cooked, dried.;KRAKUS;5;1;Pack size: 260G;Pork Meat (100 g of product is obtained from 135g of Meat), Salt, Spices (including Mustard), Maltodextrin, Sugar, Preservative: Sodium Nitrite, Natural Edible Pork Casing;;
Tesco Finest Unsmoked Drycure Back Bacon 8 Rashers 240G;https://www.tesco.com/groceries/en-GB/products/275174349;3.3;GBP;Unsmoked, dry cured rindless back bacon rashers.;TESCO FINEST;2.6;46;Pack size: 240G;;;4 Servings
Swantex Clear Plastic Chip & Dip Platter 30.5Cm Polypropylene;https://www.tesco.com/groceries/en-GB/products/304045608;3;GBP;Swantex Clear Plastic Chip & Dip Platter 30.5Cm Polypropylene. Shatterproof, Reusable,Recyclable,Dishwasher safe;SWANTEX;;;;;;
Maggi So Juicy Sticky Bbq For Chicken 47G;https://www.tesco.com/groceries/en-GB/products/273913061;0.7;GBP;Recipe mix for barbecue chicken. Full recipe available at maggi.co.uk. For other authentic and delicious meal ideas go to maggi.co.uk. Sweet 'n' sticky,No Artificial Colours, Flavours or Preservatives;MAGGI;4.4;24;Pack size: 47G;Sugar, Corn Starch, Herbs And Spices (Paprika, Ginger (0.5%), Red Cayenne Pepper, Black Pepper (0.2%), Cumin, Coriander (0.1%), Cinnamon), Vegetables (Tomato (5.5%), Onion), Salt, Acid (Citric Acid), Caramelised Sugar, Flavouring, Yeast Extract, Contains Sunflower Oil and/or Palm Oil;;Makes 4 servings
Cow & Gate 4 Toddler Formula Milk Powder 2+ Years 800G;https://www.tesco.com/groceries/en-GB/products/268739729;9.75;GBP;Fortified milk drink from 2 years. Fortified milk drink for young children aged 2-3 years. Delivers at least 100% of your toddler's daily vitamin D needs. Iron for brain development. All reviews are from parents with children older than 6 months and have not been edited by Nutricia. Use Toddler milk as part of a varied, balanced diet from 1 year.. Preparation instructions on pack must be followed.. Supports a balanced diet. With iron, calcium, vit. B12. High in Vitamin D. When your little one is 2 they are becoming even more active. Cow & Gate Toddler Milk from 2 years is high in Vitamin D and enriched with Calcium to support normal bone development. It is nutritionally tailored to support your toddler's development from 2 years old, with just two beakers a day as part of a varied and balanced diet. Also available as ready-to-use liquid.. No artificial preservatives*. *As per legislation. Supports a balanced diet,With iron, calcium, vit. B12,High in Vitamin D;COW & GATE;5;11;Pack size: 800G;Lactose (from Milk), Skimmed Milk, Vegetable Oils (Sunflower Oil, Rapeseed Oil, High Oleic Sunflower Oil, Coconut Oil), Maltodextrin, Galacto-Oligosaccharides (GOS) (from Milk), Calcium Phosphate, Potassium Citrate, Fructo-Oligosaccharides (FOS), Calcium Carbonate, Magnesium Citrate, Potassium Chloride, Sodium Citrate, Vitamin C, Inositol, Iron Sulphate, Milk Flavouring, Zinc Sulphate, Pantothenic Acid, Vitamin E, Antioxidant (Vitamin C), Niacin, Riboflavin, Thiamin, Vitamin A, Vitamin D3, Vitamin B6, Potassium Iodide, Folic Acid, Vitamin K1, Biotin, Vitamin B12;;
Paladone Lump Of Coal Bath Bomb;https://www.tesco.com/groceries/en-GB/products/311940771;4;GBP;PALADONE LUMP OF COAL BATH BOMB . 100g charcoal coloured bath bomb,Caramel toffee scent;PALADONE;;;;;;
Blue Dragon Sweet Chilli & Garlic Stir Fry Sauce 120G;https://www.tesco.com/groceries/en-GB/products/295871818;0.9;GBP;A sweet and spicy stir fry sauce with red chillies, garlic and rice vinegar. Sweet and sticky stir fry sauce,Chilli rating - medium - 2,No artificial colours or flavours,Suitable for vegetarians and vegans;BLUE DRAGON;4.8;14;Pack size: 120G;Water, Sugar, White Rice Vinegar (6%), Glucose-Fructose Syrup, Modified Maize Starch, Red Chilli Paste (3.5%) [Red Chilli Pepper, Salt Acidity Regulator (Acetic Acid)], Garlic Purée (3%), Ginger Purée, Concentrated Tomato Paste, Rapeseed Oil, Salt, Chilli Flakes, Paprika Extract;;2 Servings
Watercolour Cup 10 Pack;https://www.tesco.com/groceries/en-GB/products/310647855;1.5;GBP;Watercolour Cup 10 Pack. 250ml approx;TALKING TABLES;;;;;;
Groov-E Iphone 14 Folio Wallet Case;https://www.tesco.com/groceries/en-GB/products/312570918;10;GBP;GROOV-E IPHONE 14 FOLIO WALLET CASE;GROOV-E;;;;;;
Mezeast Pomegranate Sauce 170Ml;https://www.tesco.com/groceries/en-GB/products/309161324;2.3;GBP;Pomegranate Sauce. Zesty, Tangy, Sweet & Sour;MEZEAST;4.6;31;Pack size: 170ML;Pomegranate Juice Concentrate 41.1%*, Water, Sugar, Alcohol Vinegar, Corn Starch, Lemon Juice Concentrate, Salt, *Pomegranate Juice Concentrate from the Middle East;;Contains 17 servings
Bisto Rosemary & Garlic Crispy Potato Seasoning 60G;https://www.tesco.com/groceries/en-GB/products/312366118;1.5;GBP;A rosemary and garlic seasoning blend for roast potatoes.;BISTO;5;3;Pack size: 60G;Garlic Powder (22%), Durum Wheat Semolina, Maize Starch, Onion Powder, Dried Rosemary (8%), Sea Salt, Black Pepper, Roasted Garlic, Ground Rosemary;;This pack makes approximately 8 portions
Duracell Speciality MN21 2 Pack;https://www.tesco.com/groceries/en-GB/products/267495690;5;GBP;Duracell Speciality MN21 2 Pack. 12V Alkaline battery. Suitable for car alarms, medical devices, doorbells & more. Long-lasting power. •  Duracell Specialty alkaline MN21 batteries - long-lasting power guaranteed,• Guarantee for 5 years in storage,• Duracell Specialty batteries are available in a variety of sizes: J, N, AAAA, MN21, MN11, MN30,• Duracell Specialty alkaline MN21 batteries are suitable for use in wireless remote controls, wireless doorbells and security systems (alarms, locators);DURACELL;;;;;;
Tesco Trebbiano Pinot Grigio Wine Box 2.25L;https://www.tesco.com/groceries/en-GB/products/299425086;13;GBP;TREBBIANO PINOT GRIGIO RUBICONE INDICAZIONE GEOGRAFICA TIPICA. Wine of Italy,Crisp & dry,Grown in the central Emilia-Romagna region,Suitable for vegans;TESCO;3.5;31;Pack size: 225CL;;12% vol;18 Servings
Highland Park 10 Year Old Single Malt Whisky 700Ml;https://www.tesco.com/groceries/en-GB/products/308853377;34;GBP;The Orkney Single Malt with Viking Soul;HIGHLAND PARK;4.5;32;Pack size: 700ML;;40% vol;
Tesco Ready Salted Crisps 6X25g;https://www.tesco.com/groceries/en-GB/products/254926662;1;GBP;Ready salted potato crisps.;TESCO;3.2;70;Pack size: 150G;;;6 Servings
Tesco Apothecary Tin Candle Eucalyptus & Pine Needles 170G;https://www.tesco.com/groceries/en-GB/products/311730432;5;GBP;TESCO APCARY TIN CND EUC & PINE NEEDLES 170G;TESCO HOME;;;Pack size: 170G;;;
Tesco No Added Sugar Hi Juice Orange/Mango & Passion Fruit 1Ltr;https://www.tesco.com/groceries/en-GB/products/268559389;1.6;GBP;Concentrated no added sugar orange, mango and passion fruit juice drink made using orange, mango and passion fruit juices from concentrate and mango purée with sweeteners. Dilute to taste.;TESCO;4.9;9;Pack size: 1000ML;;;20 Servings
Salter Clear Panel Analyser;https://www.tesco.com/groceries/en-GB/products/304199823;20;GBP;Salter Clear Panel Analyser. Toughened safety glass platform,8 user memory;SALTER;4.1;25;;;;
Groov-e iPhone 11 Pro Glass Screen Protector;https://www.tesco.com/groceries/en-GB/products/306351755;9;GBP;Groov-e iPhone 11 Pro Glass Screen Protector. 9H hardness,High touch sensitivity,Anti scratch;RASHMIAN LTD;;;;;;
Dettol Surface Cleanser Wipes 72S;https://www.tesco.com/groceries/en-GB/products/304404357;2;GBP;Dettol Surface Cleanser Wipes 72S;DETTOL;4.3;38;Pack size: 72SHT;Per 100g of product contains 0.40g Benzalkonium Chloride, Disinfectant, Parfum;;
Mini Pancakes Pan Set With Nutella;https://www.tesco.com/groceries/en-GB/products/312092349;6;GBP;MINI PANCAKES PAN SET WITH NUTELLA ;BLUE TREE;;;;;;
Lindt Master Chocolatier Collection 320G;https://www.tesco.com/groceries/en-GB/products/305053948;13;GBP;31 assorted fine milk, dark and white chocolates. The Lindt Difference. Passion for chocolate at Every Step. Finest Cocoa - Lindt & Sprüngli Cocoa Farming Program, Roasting & Grinding, Lindt Invention Conching, Best Ingredients, Finishing with Perfection. From Bean to Bar. Lindt Sustainability. www.lindt.com;LINDT;4.7;53;Pack size: 320G;Sugar, Cocoa Butter, Cocoa Mass, Whole Milk Powder, Almonds, Hazelnuts, Anhydrous Milk Fat, Coconut Fat, Glucose Syrup, Skimmed Milk Powder, Dextrose, Invert Sugar Syrup, Whole Milk, Wheat Flour, Lactose, Emulsifier (Soya and Sunflower Lecithin), Cream Powder, Glucose-Fructose-Syrup, Lemon Peel, Orange Peel, Flavourings, Alcohol, Humectant (Sorbitol, Invertase), Salt, Orange Juice Concentrate, Natural Orange Flavouring, Oranges, Lemon Juice Concentrate, Caramel Sugar Syurp, Gelling Agent (Pectin), Acidifier (Citric Acid), Barley Malt Extract, Milk Chocolate contains: Cocoa Solids 30% minimum, Milk Solids 18% minimum, Dark Chocolate contains: Cocoa Solids 41% minimum, White Chocolate contains: Cocoa Solids: 20% minimum, Milk Solids: 14% minimum;;
Texture Dino Gold S2 Hunters;https://www.tesco.com/groceries/en-GB/products/301170153;10;GBP;Texture Dino Gold S2 Hunters;SUPPLIER;4.6;29;;;;
Pukka Organic 20 Lemongrass & Ginger Tea Bags 36G;https://www.tesco.com/groceries/en-GB/products/301419615;3.5;GBP;Organic Lemongrass & Ginger 20 Herbal Tea Sachets. Fairly Wild. Did you know that 25% of all herbs used in the world are collected from the wild? Sip well knowing this certified FairWild™ blend champions the scheme that helps protect them. Visit www.fairwild.org. 1% for the Planet. Made with purpose. Beauty comes from within as much as outside. It's why our boxes use vegetable-based inks on sustainably sourced, recyclable card. Every box blended and packed using renewable energy and every manila hemp bag stitched with organic string. Every single tag and envelope is recyclable. Everything crafted with care that in turn cares for your world.. www.pukkaherbs.com. Organic,An uplifting lemony zing with a gingery rush,Naturally caffeine-free,Kosher;PUKKA HERBAL AYURVEDA;4.4;35;Pack size: 36G;Naturally Caffeine-Free and Ethically Sourced, 100% Organically Grown ingredients: Lemongrass (48%), Ginger Root (28%), Licorice Root, Lemon Verbena Leaf, Lemongrass Essential Oil Flavour (4%), 16% FairWild™ certified ingredients (Licorice) by dried weight, 64% Fair Trade ingredients certified according to the Fair for Life Standard - Lemongrass, Licorice;;20 Count
Radox Muscle Relax Bath Salts 900G;https://www.tesco.com/groceries/en-GB/products/301831269;2.5;GBP;Radox Muscle Relax Bath Salts 900G. RADOX Mineral Therapy Muscle Relax Bath Salts 900 g are scented with peppermint and crafted with 100% pure sea salt,Inspired by nature’s best ingredients, our premium bath salts are blended with the calming scent of peppermint,At RADOX, we have been blending mineral bath salts since 1908 to unleash a mood, whether you want to be energised or refreshed, uplifted or soothed,Pour about 2-3 handfuls of RADOX bath salts under warm running water and let them dissolve before stepping into the mood-enhancing, relaxing bath,RADOX Mineral Therapy Muscle Relax Bath Salts are enriched with calcium, sodium and magnesium and are pH neutral, meaning they are suitable for all skin types,Relax in a bath with our blended sea salts to wash away stresses and clear your mind;RADOX;4.6;45;Pack size: 900G;Maris Sal, Propylene Glycol, Parfum, Disodium EDTA, Coumarin, Hexyl Cinnamal, Limonene, Linalool;;
Starbucks Blonde Espresso Coffee Beans 450G;https://www.tesco.com/groceries/en-GB/products/312223737;8;GBP;Whole Bean 100% Arabica Coffee. For brewing ideas got to starbucks.com/coffee/how-to-brew. Committed to 100% Ethical Coffee Sourcing in partnership with Conservation International. starbucks.com/social-impact. Smooth and Sweet Notes,100% Arabica,With a soft, mellow flavour, this is our lightest espresso roast;STARBUCKS;4.7;59;Pack size: 450G;;;
Tesco Finest 4 Smoked Bacon & Vintage Cheddar Rolls 188G;https://www.tesco.com/groceries/en-GB/products/306494666;2.6;GBP;Smoked dry cured bacon with seasoned pork and West Country Cheddar cheese wrapped in an all butter puff pastry topped with Cheddar cheese crumb.;TESCO FINEST;4.2;40;Pack size: 188G;;;4 Servings
Tesco Finest Berry & Cherry Museli 500G;https://www.tesco.com/groceries/en-GB/products/307761654;2.7;GBP;A blend of oat flakes and toasted wheat flakes with sweetened dried and freeze dried fruits.;TESCO FINEST;3.7;3;Pack size: 500G;;;10 Servings
Oral-B 3D Whitening Power Fresh Toothpaste 70Ml;https://www.tesco.com/groceries/en-GB/products/309482261;16;GBP;Oral-B 3D Whitening Power Fresh Toothpaste 70Ml. Professionally designed & clinically proven,Stops issues before they start, preventing plaque effects for 24 hours when used twice a day,With Dual Action Cleaning Booster: Stannous Fluoride Complex + anti-plaque Mineral,Inhibits plaque regrowth in hard-to-reach areas,Attacks & helps lift away bacterial plaque,Recyclable Carton & Tube: please recycle me. For more info please check with your local recycling facility;ORAL-B;4.5;1223;Pack size: 70ML;Glycerin, Hydrated Silica, Aqua, Propylene Glycol, Sodium Bicarbonate, Tetrasodium Pyrophosphate, Sorbitol, PEG-12, Aroma, Titanium Dioxide, Sodium Hydroxide, Sodium Lauryl Sulfate, Sodium Saccharin, Xanthan Gum, Poloxamer 407, Sodium, Fluoride, Cellulose Gum, Calcium Peroxide, Calcium Hydroxide, Aluminium Hydroxide, BHT.;;
Shaken Udder Salted Caramel Milkshake 330Ml;https://www.tesco.com/groceries/en-GB/products/291596570;1.6;GBP;High Temperature Pasteurised Milk Drink. Discover Delicious Dairy,Made with Maldon Sea Salt,Love the Udder,Milkshake with no artificial colours, flavours or preservatives,Good source of calcium and protein,Less than 5% added sugar,Low fat,Gluten free,Suitable for vegetarians;SHAKEN UDDER;;;Pack size: 330ML;Semi-Skimmed Milk (95%), Golden Sugar, Stabilisers (Cellulose, Cellulose Gum, Carrageenan), Pumpkin and Apple Concentrate, Fat Reduced Cocoa Powder, Maldon Sea Salt, Natural Flavouring;;
E.Wedel Pawelek Milk Chocolate Bar With Creamy Filling 45G;https://www.tesco.com/groceries/en-GB/products/310170842;0.6;GBP;Milk Chocolate Bar with Creamy Flavoured Filling;E.WEDEL;;;Pack size: 45G;Milk Chocolate 50% (Sugar, Cocoa Butter, Dried Whole Milk, Cocoa Mass, Dried Whey (from Milk), Milk Fat, Emulsifiers: Soya Lecithins and E 476, Flavouring), Sugar, Sweetened Condensed Milk, Vegetable Fat (Palm), Glucose Syrup, Alcohol (2, 1%), Dried Whole Milk, Dried Whey (from Milk), Humectant (Invertase), Flavourings, Emulsifier (Soya Lecithins), Dried Cream (0, 01%), Milk Chocolate: Cocoa Solids 29% minimum, Milk Solids 14% minimum;;Product contains 1 portion (45g)
Tesco Persimmons Minimum 3 Pack;https://www.tesco.com/groceries/en-GB/products/271531711;1.2;GBP;Persimmon.;TESCO;2.5;40;;Persimmon, Sharon Fruit;;1 Servings
Sharwoods Stir Fry Sauce 30% Less Sugar Sweet Chilli Garlic 120G;https://www.tesco.com/groceries/en-GB/products/307740685;0.9;GBP;Sweet Chilli & Garlic Stir Fry sauce. Chilli rating - 2,Only 60 Calories per Portion,No Artificial Colours, Flavours or Preservatives,Suitable for Vegetarians;SHARWOODS;4.5;35;Pack size: 120G;Water, Tomatoes (25%), Sugar, Garlic Purée (4.5%), Barley Malt Vinegar, Soy Sauce (4%) (Water, Soya Beans, Wheat Flour, Salt, Spirit Vinegar, Sugar), Modified Maize Starch, Red Jalapeño Pepper Purée (1.5%), Ginger Purée, Rapeseed Oil, Salt, Acidity Regulator (Lactic Acid), Chilli Flakes, Colour (Paprika Extract), Flavouring;;This pouch contains approximately 2 portions
Pedigree Denta Tubo Puppy Dog Treat 3 Stick 72G;https://www.tesco.com/groceries/en-GB/products/273888320;1.3;GBP;Complementary pet food for puppies aged 4-12 months. Pedigree DentaTubos puppy chews have a unique shape and texture specially designed to be kind to a puppy's developing teeth & gums because chewing on anything too hard could damage their teeth;PEDIGREE;3.7;3;Pack size: 72G;Cereals, Derivatives of Vegetable Origin, Vegetable Protein Extracts, Minerals, Vegetables, Meat and Animal Derivatives (including Dried Chicken Liver Powder 2.3%, equivalent to Chicken 4%);;
Tesco Plastic Measuring Jug 2L;https://www.tesco.com/groceries/en-GB/products/308664559;1;GBP;Tesco Plastic Measuring Jug 2L. Tesco Home,Made from 100% Food Grade & BPA-Free clear virgin plastic,Light weight and durable;TESCO HOME;4.5;2;;;;
Warburtons Gluten Free 4 Soft Brioche Rolls;https://www.tesco.com/groceries/en-GB/products/310144528;2.7;GBP;4 Sliced Gluten Free Brioche Rolls. High Calcium,Source of Fibre,Wheat and Milk Free,Low in Saturated Fat,Gluten Free,Suitable for Vegetarians;WARBURTONS;4;11;;Water, Tapioca Starch, Potato Starch, Rapeseed Oil, Maize Starch, Yeast, Pea Protein, Egg White Powder, Sugar, Vegetable Fibre (Psyllium), Stabiliser: E464, Fruit Extract (Carob and Apple), Calcium Carbonate, Salt, Humectant: Vegetable Glycerine, Preservative: Calcium Propionate, Cornflour, Colour: Beta Carotene, Natural Flavouring, Iron Butter Flavouring;;
Tesco 100 Cotton Low Twist Hand Towel Black;https://www.tesco.com/groceries/en-GB/products/308369789;3.5;GBP;Tesco 100 Cotton Low Twist Hand Towel Black. Hand Towel,100% Cotton,Machine washable;TESCO HOME;5;1;;;;
Tesco 5W40 Fully Synthetic Oil 4L;https://www.tesco.com/groceries/en-GB/products/285281604;20;GBP;Tesco 5W40 Fully Synthetic Oil 4L. 5W40 FULLY SYNTHET. Lower ash content to reduce particulate build up. Reduces environmental impact through reduced emissions;TESCO AUTO;;;Pack size: 4L;;;
Smarties Milk Chocolate Giant Tube 120G;https://www.tesco.com/groceries/en-GB/products/309757766;1.25;GBP;Milk chocolate (65%) in a crisp sugar shell. Milk chocolate (65%) in a crisp sugar shell.. Smarties is part of the Nestlé Cocoa Plan which is supporting farmers for better chocolate. Nestlé and the Rainforest Alliance work together to help improve the lives of cocoa farmers and the quality of their product. Find out more at ra.org.. Good to remember. Enjoying chocolate as part of a varied, balanced diet and a healthy lifestyle, is one of life's pleasures.. www.smarties.co.uk. Milk chocolate sweets in a crisp, colourful, sugar shell,Coloured by nature - from food and plant extracts only,With no artificial flavours, colours or preservatives, it's a gift you can feel happy to give!,Working with the Rainforest Alliance to support cocoa farmers and their communities.;SMARTIES;;;Pack size: 120G;Sugar, Skimmed Milk Powder, Cocoa Mass, Cocoa Butter, Wheat Flour, Butterfat (from Milk), Lactose and Proteins from Whey (from Milk), Rice Starch, Emulsifier (Lecithins), Colours (Beetroot Red, Carotene, Curcumin), Natural Flavouring, Spirulina Concentrate, Glazing Agents (Carnauba Wax, Beeswax White), Fruit and Vegetable Concentrates (Safflower, Radish), Barley Malt Extract;;Contains approximately 6 servings
Peperami Roasted Chicken Bites 50G;https://www.tesco.com/groceries/en-GB/products/311272265;1;GBP;Cooked, chopped and shaped chicken in a savoury glaze. WWW.PEPERAMI.TV. Made with 100% Chicken Breast,Great Lunchbox Filler;PEPERAMI;4.4;23;Pack size: 50G;Chicken Breast (85%), Sugar, Potato Starch, Yeast Extract, Onion Powder, Salt, Preservative (Sodium Lactate), Flavourings, Maltodextrin, Rice Flour, Stabilisers (Methyl Cellulose, Pentasodium Triphosphate), Dried Glucose Syrup, Tapioca Starch, Sage, Pea Starch, Gelling Agent (Processed Euchema Seaweed), Caramelised Sugar Syrup, Garlic Powder, Parsley, Sunflower Oil, Thyme, Coconut Oil, Rosemary, Black Pepper Extract, Paprika Extract, Sage Extract, Rosemary Extract, Garlic Oil;;
Tesco Chestnuts 400G;https://www.tesco.com/groceries/en-GB/products/254033802;2.25;GBP;Chestnuts in shell;TESCO;2.2;35;Pack size: 400G;;;approx. 13 Servings
Professor Puzzle Zodiac & Milky Way Jigsaw;https://www.tesco.com/groceries/en-GB/products/311957659;6;GBP;PROFESSOR PUZZLE ZODIAC & MILKY WAY JIGSAW . 500 Piece Jigsaw (50.8 cm diameter),Ages 12+,Set contains: 500-piece circular jigsaw puzzle and poster;PROFESSOR PUZZLE;;;;;;
Tesco Tassel Trim Duvet Set Double;https://www.tesco.com/groceries/en-GB/products/306383059;19;GBP;Tesco Tassel Trim Duvet Set Double. Double duvet set with 2 pillowcases included,Minimal iron,Machine washable;TESCO HOME;;;;;;
Oatly Oat Drink Chocolate Deluxe I Litre;https://www.tesco.com/groceries/en-GB/products/305529640;2;GBP;Oat drink chocolate. Life After Oats. One day we were sitting around the office thinking about how sad it is to finish a carton of oat drink. We can always go buy another carton but the carton's future was to be folded and sent to the recycling plant to be turned into a new carton. That didn't sound like much fun so we came up with a better idea. Each carton of Oatly is now designed to be turned into your own mini-indoor herb garden. All, you have to do is cut the package off on the line below, get some dirt and seeds and you' re set. The Original,No milk, no soy, no... eh... whatever,Wow no cow!,2.5 % fat,Totally vegan;OATLY;3.5;6;Pack size: 1L;Oat Base (Water, Oats 10%), Sugar 3%, Rapeseed Oil, Cocoa Powder 1.3%, Calcium Carbonate, Calcium Phosphates, Natural Flavourings, Salt, Vitamins (D2, Riboflavin, B12), Potassium Iodide;;
Tesco Space Table Cover;https://www.tesco.com/groceries/en-GB/products/310708951;1.75;GBP;Tesco Space Table Cover;TESCO CELEBRATE;;;;;;
La Gioiosa Prosecco Rose Millesimato 75Cl;https://www.tesco.com/groceries/en-GB/products/309473681;11;GBP;La Gioiosa Prosecco Rose Millesimato 75cl;LA GIOIOSA;4.2;5;Pack size: 75CL;;11% vol;
Hinch Relaxed Tufted Cushion Small - White;https://www.tesco.com/groceries/en-GB/products/310307636;10;GBP;Hinch Relaxed Tufted Cushion Small - White. Designed by Mrs Hinch;HINCH;;;;;;
Persil Biological Liquid Laundry Detergent 38 Washes 1026Ml;https://www.tesco.com/groceries/en-GB/products/306504309;6;GBP;Persil Biological Liquid Laundry Detergent 38 Washes 1026Ml. Persil Bio Laundry Washing Liquid Detergent provides brilliant stain removal first time, even on a quick wash cycle,This liquid detergent is made with plant-based, biodegradable stain removers – tough on stains, kinder to our planet,Persil Bio Liquid Detergent has been voted Product of the Year 2021 in the Laundry Detergent Category*,Persil Bio Laundry Liquid leaves your clothes with 7 days of lasting freshness, even when washed at 30°C,Our detergent bottle is now 100% recyclable and contains recycled plastic, reducing plastic use and caring for our planet,With a new super concentrated formula in a smaller bottle, now you only need 27 ml of detergent per use;PERSIL;4.7;102;Pack size: 1026ML;15-30%: Anionic surfactants. 5-15%: Nonionic surfactants.<5% Phosphonates, Perfume, Soap, Polycarboxylates, Optical brighteners, Enzymes, Alpha-Isomethyl Ionone, Citronellol, Geraniol, Linalool, Methylisothiazolinone, Octylisothiazolinone;;
Wilkinson Sword Quattro For Women Disposable 3S;https://www.tesco.com/groceries/en-GB/products/263645491;5.75;GBP;Wilkinson Sword Quattro For Women Disposable 3S;WILKINSON SWORD;5;1;;PEG-115M, PEG-100, Conchiolin Powder, Panthenol, Carica Papaya Leaf Extract, Tocopheryl Acetate, Aloe Barbadensis Leaf Juice, Maltodextrin;;
Wicked Kitchen Alternative To Smoked Gouda Style Flavour Slices 200G;https://www.tesco.com/groceries/en-GB/products/311228929;2.5;GBP;Slices of coconut oil alternative to smoked Gouda style cheese;WICKED KITCHEN;5;1;Pack size: 200G;;;10 Servings
Tesco Reduced Fat 3 Houmous Stacker 180G;https://www.tesco.com/groceries/en-GB/products/312577404;1.5;GBP;Reduced fat† dip made with chickpeas, tahini sesame seed paste, concentrated lemon juice and garlic.;TESCO;;;Pack size: 180G;;;3 Servings
Weetabix Cereal 24 Pack;https://www.tesco.com/groceries/en-GB/products/254852996;3.25;GBP;Whole Wheat Cereal with Added Vitamins & Iron. 24 Biscuits. High in fibre,Low in sugar and salt,100% wholegrain wheat,Suitable for Vegetarians;WEETABIX;3.6;18;;Wholegrain Wheat (95%), Malted Barley Extract, Sugar, Salt, Niacin, Iron, Riboflavin (B2), Thiamin (B1), Folic Acid;;This pack contains twelve 2-biscuit servings
Tesco Finest Fig & Balsamic Chutney 210G;https://www.tesco.com/groceries/en-GB/products/309208720;1.5;GBP;Fig chutney with balsamic vinegar of Modena.;TESCO FINEST;4.3;7;Pack size: 210G;;;14 Servings
Seachill Cooked& Peeled King Prawns 150G;https://www.tesco.com/groceries/en-GB/products/306934596;2.49;GBP;Cooked and peeled king prawns (Litopenaeus vannamei), defrosted. Cooked & Peeled,Ready to Eat;ICELANDIC SEACHILL;1.2;115;Pack size: 150G;Prawn (Crustacean) (98%), Salt, Stabilisers: Sodium Triphosphate, Sodium Polyphosphate;;Contains 2 portions
Yo! Chicken Poke 326G;https://www.tesco.com/groceries/en-GB/products/311230897;5;GBP;Yo! Chicken Poke 326g;YO!;4;3;Pack size: 326G;Cooked Rice (Water, Rice, Sugar, Spirit Vinegar, Rice Vinegar, Salt, Rapeseed Oil, Fructose-Glucose Syrup, Cane Molasses), Cooked Chicken Breast (15%) (Chicken Breast, Salt, Cornflour), Avocado (8%), Edamame Beans (Soya), Water, Pickled Red Cabbage (Red Cabbage, Rice Vinegar, Sugar, Salt), Carrot, Sugar, Rice Vinegar, Spring Onion, White Sesame Seeds, Soya Beans, Wheat, Salt, Black Sesame Seeds, Red Pepper Powder, Toasted Sesame Seed Oil, Modified Maize Starch, Onion Purée, Spirit Vinegar, Apple Juice Concentrate, Ginger Purée, Alcohol, Lemon Juice Concentrate, Lime Juice Concentrate, Garlic Powder, White Pepper;;
Persil Colour Protect Liquid Detergent 53 Washes 1431Ml;https://www.tesco.com/groceries/en-GB/products/311259443;7.5;GBP;Persil Colour Protect Liquid Detergent 53 Washes 1431Ml. Persil Colour Laundry Washing Liquid Detergent keeps colours vibrant and removes stains first time,This liquid detergent is made with plant-based, biodegradable stain removers – tough on stains, kinder to our planet,Persil Colour Laundry Liquid is suitable for washing at low temperatures, such as 30°C,Provides brilliant stain removal, fabric care and freshness,Our detergent bottle is now 100% recyclable and contains recycled plastic, reducing plastic use and caring for our planet,With a new super concentrated formula in a smaller bottle, now you only need 27 ml of detergent per use;PERSIL;4.8;105;Pack size: 1431ML;15-30%: Anionic surfactants. 5-15%: Nonionic surfactants. <5%: Phosphonates, Perfume, Soap, Enzymes, Polycarboxylates, Benzyl Salicylate, Hexyl Cinnamal, Limonene, Methylisothiazolinone, Octylisothiazolinone;;
